x,y
587.680932544,752.056140146
116.706644872,75.9482478379
338.044873662,224.653530199
789.146910649,876.120312185
867.312265508,717.823979035
517.486726726,701.252433319
470.991899597,245.49460175
908.202469159,961.998269461
986.55379238,605.894173204
895.982234892,78.5717726529
257.835962072,158.980912289
394.061422343,922.558446264
697.179238766,746.661891261
570.547856862,733.062406598
66.5021472354,777.444845223
633.329277395,972.205308392
577.549280905,258.345002458
414.86721843,121.951464325
154.048308661,652.125790642
734.211917536,714.941234254
240.282778358,215.765327339
369.179289595,137.792775945
611.421678771,327.090074415
209.448763099,563.92191787
630.748228712,382.644110284
218.167695726,92.5779931655
849.135928972,872.169676038
359.781076446,108.385133731
463.907110833,198.674596493
419.403282057,328.415785939
11.381316178,896.750777183
407.58882118,393.02661959
247.337786842,922.574904898
502.973395635,868.774145576
724.268640717,238.199941635
580.92362533,347.18182993
524.268230799,800.189738091
790.428319608,446.421352964
998.777540937,829.010023393
396.022981028,397.582965096
781.862093652,125.021296546
60.2110316405,26.8884148561
726.398128504,22.1710527992
544.236707075,64.0218776465
204.794938642,418.897081284
132.703375683,473.860611866
668.263784812,249.264372442
859.706791328,908.648114336
647.14740798,55.4996809824
547.723230883,761.569133873
173.273022856,821.084181937
921.906873493,495.636285221
916.166660264,39.4244367938
87.3179058638,917.622056316
592.033242348,878.844276699
209.632029055,318.98981891
196.849914151,815.205637458
77.020333298,123.527120408
936.903996499,504.612309034
305.742054056,621.313118255
561.70527669,977.758348221
843.297885921,597.890773761
883.575189072,138.529311216
34.8048444949,805.944757327
532.833072048,710.219943433
924.372691303,590.713622142
812.50098993,626.543930284
111.818597635,550.607451542
238.593843969,556.810497108
162.224421852,588.041759479
682.52994266,331.105014097
606.565601493,351.964323754
850.723999604,643.188423608
217.098434739,930.903913115
620.331512866,772.808830794
549.739335259,95.2710280241
886.769325879,945.090607586
805.797840715,878.418125083
291.077492972,281.232713798
28.8370319318,696.145800917
140.254997685,505.772943331
388.675610546,645.463500764
973.406311221,488.880201514
638.137919167,434.893575467
714.42462398,757.179488298
419.531849628,737.710999235
13.6238415751,777.116237624
361.065886061,889.973600965
3.9120261309,114.067773707
78.0319218562,725.676902269
88.5937537397,430.756969434
635.871423224,464.915458717
758.050975708,550.375641187
255.478599304,43.5169843015
757.727272455,976.48931575
488.5970197,771.070752772
609.574197874,787.929002261
786.4449201,830.07394166
930.012189799,159.552541777
321.539944079,164.407056218
131.325513744,657.840114817
806.805016732,315.420901221
46.896594342,867.259931658
291.016363611,106.415357864
690.891834673,694.519557279
260.539433493,118.7975707
54.4529820862,981.210386812
201.198968439,549.481664247
525.227712808,447.42652177
225.720746967,489.782151936
624.940368148,642.223642964
387.017902575,570.440794568
771.07522841,495.353479853
444.591279055,414.697276497
640.125874134,674.226910369
61.3301083147,674.755350452
548.87303334,921.805280039
375.004248471,969.471470606
540.279482604,579.033117456
141.623772798,469.434829147
9.67416824675,684.847189129
806.476210888,340.681993874
45.8120331966,743.142591501
415.859858105,634.94801815
831.735502012,965.154168942
696.189237743,886.476037507
433.402880101,221.927697317
483.339876618,655.620014576
454.009074253,951.196170611
46.1305025713,149.596856739
933.865955451,7.33743266042
604.305547126,526.145448505
626.308085701,144.974827005
13.542538976,336.263524253
996.776966385,296.141589691
346.047650032,625.696948743
446.941658142,32.5874542475
269.215915477,485.70533342
417.236688803,329.107431939
286.155159894,767.202325095
862.94566086,639.126437724
793.63760838,516.631220103
325.543513953,683.030138176
353.831781546,422.195233887
88.9383329753,243.952186071
618.028076083,515.900037218
841.662178207,716.361615413
50.6406600871,190.782442143
380.255984556,791.114228381
29.8583093674,535.239608679
472.136296713,841.955607678
403.520087038,24.9914421889
926.107235602,37.735060793
42.7654820492,99.2353727544
936.690594171,385.727796312
409.077932262,388.314035515
766.177796915,91.4643303651
413.951678264,800.445756491
972.9595761,78.0429183888
67.7360065318,294.666828237
237.249789348,203.287313863
847.202957471,52.4069423609
652.633237374,255.530488862
723.251506235,971.577264005
596.790944248,925.117776288
644.05725881,521.238833883
683.548071721,874.076974416
789.137571207,623.728098077
925.185098962,886.007149796
271.778819269,86.4700077214
787.259545458,50.7633128533
271.450583655,744.666727622
101.633859881,627.684159
725.456989626,967.333459175
878.164794809,573.854222901
632.070351951,851.536302771
69.2084464456,236.430579535
774.621555343,875.929576638
257.262881436,93.3980214516
729.076520736,215.499132504
689.451620279,650.801435891
687.131201252,85.6249094529
473.87355227,681.815205344
295.115219277,798.123114667
757.236752541,441.512768286
62.6032904905,183.076275174
769.799731652,102.512288429
937.731698022,712.342085414
312.539925627,92.8240308652
120.462947109,964.157442874
326.505041127,28.1271460041
371.454959747,164.838613272
37.2575127488,47.0752843245
105.631235315,159.94884063
545.086547668,644.249872562
701.897536019,454.601986372
225.64731455,556.158797853
635.582354928,391.720842455
415.835680315,2.03119630038
472.517342319,136.308249532
943.67874388,11.0883650219
935.002930232,258.771186352
740.24005526,385.677421769
359.243747278,793.683935729
309.16931435,595.72518935
27.668785781,368.357496362
102.469441109,844.136126032
700.361503771,156.402981487
11.3893510699,654.08984906
725.275395042,94.8098124266
962.212645336,755.373245293
443.631856141,217.095448401
273.071708469,154.681330161
0.60154212447,561.294313175
600.624597997,62.0487150102
148.821836208,526.500950095
471.331919016,735.275484748
517.555482632,548.189181261
161.451714958,927.095300507
57.4508290419,739.929026797
642.371653375,799.967372584
165.705963465,768.039851865
986.644484923,726.200415455
699.848762549,412.682118363
383.817652827,608.416853064
660.852069097,439.193306803
780.956732796,799.519379468
609.02097782,158.890435919
3.81336377203,966.774717091
253.410872497,722.614801455
354.489610578,742.280658621
215.200004418,61.5530053266
557.111842554,416.101325131
694.16212285,460.624675953
48.450779234,60.6725129828
585.168954893,415.08429702
949.261273897,135.064816248
39.2877441591,955.30630734
337.603052885,149.85546764
512.035178583,499.395178665
990.913363055,322.223439278
217.736156887,931.731837334
131.214957501,581.373404545
984.248703832,176.656704336
651.616123624,266.91726587
855.510264674,372.293506189
194.048913566,655.513359928
349.988988198,822.585848653
827.383837244,264.586979323
11.4504997311,245.796877603
218.891340833,974.896720541
530.725477033,889.023168488
382.958317381,887.09846621
210.120535764,371.797619957
970.930595568,180.972797913
938.001785987,278.211115378
101.531432345,772.386785431
777.895578027,903.355332939
107.367168913,147.027283796
852.977632475,983.067156608
480.236322379,51.6818221578
43.2241121468,580.284711916
256.039074788,811.15733721
320.961261607,472.671762675
180.282542009,955.330344909
27.906668726,354.065834633
828.70850329,488.981049551
867.94423494,525.82392948
669.824127271,742.390352726
822.903489596,503.804218029
609.154093349,486.747840424
690.066305355,984.804079145
369.548411025,395.593840277
756.53372098,42.7529240108
303.382827748,658.470969459
717.863056919,924.192875422
836.58713391,999.460083178
327.025868496,869.537597006
825.636547887,382.996982219
904.583031971,931.095312312
945.805671054,86.0557637996
492.901715637,918.007401236
56.4883907052,349.878435196
676.061074203,294.986841599
153.355343524,489.944941826
271.431218752,188.593969082
955.285753956,15.5756216071
366.202584308,77.2901757389
444.495709263,908.246973695
547.441153905,930.059014781
639.595893644,632.422772346
302.048599576,648.450886307
611.330970625,812.553105901
739.406621444,987.130891635
848.471198265,863.82849579
248.970322027,498.334531696
927.038063289,891.001305166
289.993409244,760.44945223
754.284782977,8.56260903777
237.547300437,11.1548410485
608.471408025,937.398085183
113.465969337,961.631416542
306.131437696,608.818635262
782.758772889,686.860194024
628.397669509,690.528786344
553.89047372,796.697278734
110.500739105,617.259337863
578.995144658,919.040496608
977.646565073,238.121655619
438.333353179,228.276120177
472.983119514,100.876251125
20.7389435527,495.033219512
207.080272705,228.399808136
756.457204278,308.735705808
983.793528775,872.061606924
420.342465707,969.865608062
715.88071869,49.7723275656
