x,y
95.6015127873,930.89472261
615.25452557,176.547416838
173.013865046,677.63003728
401.268705333,633.397675841
502.343967906,327.295338651
426.092496647,831.581810378
870.099716924,100.962306784
452.499459048,716.826577633
814.660815313,979.630968537
892.290221063,634.585389742
519.463408591,152.984329414
389.685817326,469.18702905
625.982015045,232.660900655
854.326036196,54.2896521059
229.544269457,62.8828463756
785.631060341,202.694518492
226.376487418,221.592010896
784.995659288,523.000349728
206.920293516,337.822904686
620.925443528,617.030414897
837.307390805,336.029905769
340.491343803,124.636300032
336.670798881,947.411014346
562.863967827,797.353662318
362.686770063,348.683093443
674.404393724,864.045293239
695.353060934,524.314800013
733.473364117,230.139445024
192.170726969,114.002678979
272.373825455,86.8337783948
797.142985894,804.255710078
325.551828851,145.09140342
451.085895251,329.292953257
276.114629819,664.507204522
532.657596443,90.2960245297
26.0887295995,210.423994812
596.885069781,776.232835504
783.99614513,760.093317204
510.694921347,239.033375236
162.237718282,841.703954063
817.874387378,640.341123561
230.083178157,419.187478414
945.594607608,223.21531958
711.937242037,743.381449179
193.960268387,744.21510809
228.215652654,340.846627532
59.5297286116,120.724815042
940.169684078,415.922360752
522.935816696,224.180224293
915.932582534,878.41553606
777.86612437,942.159820366
562.512508329,44.7352350619
581.614557809,328.3368429
803.901704653,526.458069054
59.5203139859,899.631111191
591.257018642,381.711220419
110.052179334,217.490037059
937.876080119,882.407794243
764.290106359,401.499593425
812.065589784,761.994885176
533.907028948,573.742941041
251.805073451,984.392176182
852.905589747,885.614018621
163.818791707,181.105865105
166.21688472,129.17800259
936.955265779,449.03060577
726.946950061,691.566426236
20.5045534295,706.075214688
518.008468136,652.072703307
412.750200309,571.746800268
735.691112947,443.643387224
288.5196417,881.522995269
580.102651863,12.2091025466
263.068410973,405.02960997
48.8037091211,610.428137936
446.610935407,392.169780179
635.365134056,516.461137545
747.841723483,279.362000357
259.387927097,864.581367251
246.341495913,667.565242017
20.1295462435,682.060642422
418.850660616,49.743838729
937.895022864,181.624448785
844.515313539,201.756870728
610.872204491,333.176417475
456.129402819,291.96642316
105.193967574,881.397610235
400.309216955,293.596439493
838.095084528,767.450181154
434.218999287,211.133743502
857.026373773,791.165022578
154.806076805,653.450942873
373.826526315,819.464114777
958.440493189,795.937654238
578.55326204,754.397304171
849.074718566,684.438936374
433.869363248,480.471512634
18.9733751176,817.264072339
360.114262694,73.7774767632
469.4233241,221.129532277
702.843557802,573.273002261
665.507457871,427.745291071
829.614959356,756.005195465
642.464302791,220.871818069
169.005172487,702.17196908
912.678131941,430.325149604
380.054453514,760.432146514
555.214678527,380.445711202
404.110657828,256.867399587
90.0730605384,267.946009881
981.013897627,585.486706676
992.924252124,523.279887226
429.958800113,459.708251497
225.800937553,421.293787743
698.255584388,207.534901671
340.914904162,652.698975769
702.804737465,903.450153029
872.28411723,226.524012476
902.144968736,488.007306738
112.129916921,843.76325012
450.263259424,523.530663672
590.354524268,662.146331465
352.580721932,27.6154618849
654.133259047,652.865369804
100.777269861,967.239395458
125.787796009,581.503737609
808.108030276,178.588162665
294.811033298,311.029491256
259.413627382,384.571620422
234.122960601,408.293620766
653.634274209,697.396967101
691.441053904,82.2376057243
900.707251896,423.070925711
864.981783222,159.05798563
521.085923398,471.961821891
150.61980098,564.670891492
262.291703323,909.61910347
516.24524197,301.68636519
649.902159499,603.312518822
309.505285764,482.49782063
347.434758102,254.909236874
706.226272607,491.130660199
220.040563197,443.923899093
424.788071271,49.6434385582
