x,y
976.219293626,160.242199797
670.642768284,561.6904511
985.289548357,519.992556488
207.823122028,351.076944756
493.532782942,984.700672066
556.50878346,766.744869039
12.9616875198,932.496895339
438.750087682,988.189505729
879.475913795,701.823914694
662.905759611,488.995929197
539.233924638,935.013044486
281.097304617,859.973044647
725.898326681,461.019351887
550.816983442,444.533518138
240.902683353,369.417327008
372.870756616,959.775852087
578.014613757,749.782632868
354.956665095,569.702821458
158.8538994,994.204556522
804.507558116,0.207157598737
293.369748208,459.786556072
341.059723341,25.654186475
368.155765056,92.8241744753
489.085005183,175.264947351
557.593922042,126.63164117
115.034490813,763.555745456
701.86272084,961.818254474
146.468667926,822.927791128
761.035999942,828.982221069
318.85823127,169.399668712
956.927675933,608.415295458
846.649812722,62.0232004823
193.632399601,353.212220307
157.196623164,566.735703121
142.709864042,199.717840817
695.427181254,778.731976615
658.442309004,121.875444447
140.013414531,478.739908442
709.577042593,829.83791043
652.940121007,394.837968392
515.064220693,49.9176968504
458.651917576,679.176709609
298.230905304,31.9531981114
291.389467328,538.178193828
272.137931983,141.315352305
658.071804521,626.975279107
621.598560172,755.516793244
228.004964648,232.381688444
994.521938172,493.177219834
375.155652706,688.796492271
580.522693913,40.6052457022
493.841945662,128.080180733
931.491142168,794.078655711
558.588522643,206.867230977
212.689934474,766.297579135
198.052491049,306.069030882
397.041940969,624.427482163
197.332919108,640.581305685
93.8294776084,183.498620134
659.671877856,427.563146756
698.099588978,74.2145125521
307.078717693,259.733834936
307.935000184,29.4968499025
835.414111473,211.732388429
241.540378832,210.160651132
716.785067915,869.5267168
354.355255451,8.7585462914
249.782631557,821.057904425
885.509798704,475.903030159
804.209426761,547.943774631
462.313056193,240.853168003
121.01672601,146.584321714
913.649223294,589.070716027
776.73971495,409.516891416
317.563576978,147.937018811
36.348127048,146.53227604
332.365306974,579.601898492
762.058647075,463.369890851
92.0745462858,333.389865087
462.380065697,587.983105125
834.186301044,280.280622857
661.494100202,849.849567321
518.076984708,283.777898715
308.232396273,373.034870948
644.497405185,286.168634348
706.278650301,232.71308932
845.333990343,600.024850361
404.678293862,7.09812679377
849.746235404,846.799738339
813.800279762,717.174926966
42.74326052,364.096712762
422.023658597,193.788878283
755.960085578,779.129715122
728.578347916,404.325968342
103.479932597,488.802255151
302.196858277,194.206879563
260.431376606,397.133340991
625.618462498,69.0369147389
374.968271861,914.92169504
465.775254002,976.362327378
76.2594286515,644.898679228
639.456275718,446.609233556
272.449492037,880.242006978
