x,y
821.480009813,386.905177157
724.271964694,559.921375841
634.12181943,416.462172708
528.293036972,828.305579167
945.230781155,814.031950756
64.3508524707,164.2970136
415.51923015,164.061951415
854.547532234,737.93852435
521.667584737,385.261923847
361.780127222,450.073398887
617.037743777,139.143636239
881.085428329,266.500304625
865.91282673,756.355092196
305.464250795,169.658700549
175.179770462,411.651446314
214.801669832,230.215731301
855.439581407,389.465764763
510.486154583,774.300919418
901.218711907,169.759837018
645.940344265,730.459639645
630.025126262,646.279759248
401.207847787,509.070283406
23.748698217,661.042997186
7.68361670485,443.483138046
601.398790315,990.979606696
447.929666611,895.746863989
288.016904312,795.208159877
556.667094631,550.566925686
876.825790879,892.801405901
699.504445821,255.518195485
36.667253232,154.598613901
856.691452205,251.967841378
661.810189987,455.593832886
682.589268086,836.764006629
928.191326171,91.4892594904
11.7996531972,438.689605489
494.722452596,569.82225255
881.370020242,33.7777290777
287.707880675,533.173942759
505.12161194,1.71305656251
500.116413739,167.804320291
409.861444551,746.855548839
855.424481298,619.723746277
291.318041066,704.591441404
169.936238597,312.964373984
974.45215147,191.947954524
505.783484599,175.324300092
151.67896959,907.264737233
131.805075918,568.532077973
305.464446537,768.607204146
605.258710995,664.111477745
513.704780036,7.58515071311
533.50064943,349.621223301
313.53013345,757.851816861
801.843306156,839.646774012
554.581769636,271.401726439
652.516571596,53.3768158041
894.291236735,699.585365555
675.976506752,811.761708918
942.439457561,176.285103957
619.027893829,338.504186068
68.4938492268,275.102566887
334.01855423,577.535525208
459.014027747,2.06647594431
749.152999166,174.528806495
565.340570976,76.8902003215
46.2773722195,131.1696432
463.37258989,551.685560971
644.072027188,805.884500308
488.569868429,234.552813441
370.98673685,47.4368843566
142.900789214,466.90876164
975.321483725,450.960104661
2.43832810456,480.511848396
476.218300198,972.308910805
666.991294833,251.999165912
81.7686643455,74.7505614404
876.027464147,813.406068967
797.295287936,768.931662741
809.911868392,252.339871283
427.082138639,85.9134502211
313.233457235,742.297306525
269.524136407,25.3528501203
91.9378167832,582.476423872
549.598780904,188.285771789
177.5088236,998.504968708
727.612249832,705.771518429
115.284990866,198.356497575
417.590879601,895.476318125
822.946422569,626.492033262
956.25570594,523.899679301
511.270372724,444.069618074
943.324225331,85.8230403613
348.244565377,364.251168652
424.292593494,149.659304318
410.179093971,85.7712045614
335.119081703,739.904036182
990.133731456,120.340995365
595.215462188,136.136243876
298.442217686,459.606440625
670.442334275,477.750678231
545.747791286,209.545707979
905.922450868,342.476643829
563.064383315,62.2861980696
778.869862398,509.688109494
563.16693768,918.375237313
422.918219099,49.9712892838
637.421444912,625.89107183
738.981068022,913.740821439
143.550939895,515.707025009
116.827372091,163.549713121
732.229216842,793.093390121
642.918846658,268.201796256
958.259285968,65.3599232974
219.05727408,294.556869106
392.791503733,903.060199661
64.5147008394,763.747761947
144.245050015,965.07114234
366.40243225,878.1847932
917.649139519,193.043868626
18.1482479106,717.996073299
75.3141676908,348.412222511
304.13021791,378.607285651
468.642812118,919.257253506
705.79441092,750.908559278
273.422110476,538.22598042
778.195328849,512.255542491
159.158616433,448.567354103
492.96521219,729.744126001
927.153616706,215.143989199
505.499836372,303.467784304
586.883644686,215.38428577
611.671947959,885.901925988
876.159876757,974.428444983
100.24003825,347.34950809
295.176084496,464.896988521
951.930548787,975.234253358
202.462617922,249.44814173
980.484463951,540.307967239
916.114540548,289.938045852
471.636005256,474.946936941
357.447583843,22.2098805271
30.4392392788,496.088585418
311.791126729,541.016609516
417.877754313,143.182280679
951.405838252,91.52999733
333.433184291,536.866167172
635.580407364,351.518298526
981.972472447,897.244350106
637.541993008,446.639247468
964.373739523,783.037536052
993.600977578,990.447544324
934.0417896,857.487636956
410.991888884,370.257242317
241.10581784,720.094987638
910.622153609,441.421947579
558.094208142,696.958490513
772.342286115,23.8083719074
712.242698512,427.366503758
14.8046784664,124.784077215
151.231500419,931.671900318
994.063657892,33.9916814949
516.599395406,196.185146723
681.926191378,546.154847668
67.7060844928,534.638172782
170.681056397,44.9845351506
698.428894909,648.410743754
335.172244131,228.782549438
900.702493803,656.922438378
782.579121337,620.956754041
928.28368954,415.327373597
648.589774435,410.039252293
435.216135448,185.836991539
421.213030087,220.281577603
395.938177522,13.9995943974
392.315569969,483.6917095
665.705124199,283.149981349
580.784368149,20.8331671454
930.894844778,78.6623333015
465.665497654,91.1106610963
341.463100283,194.364538257
983.970903711,955.173160453
759.188907594,217.34162753
588.3607649,672.516064495
838.962876149,623.595346536
905.754435552,145.81890971
402.136325934,495.714156585
238.65106193,201.290882293
361.45661946,528.671754758
